name,category,type,explicit,count
rivalry,other,meta,false,538
clothes_in_front,style,meta,false,536
anna_miller,identity,meta,false,536
youtube_logo,credit,meta,false,535
genre_connection,style,meta,false,534
queen_(playing_card),text,meta,false,532
tsuki_ni_kawatte_oshioki_yo,text,meta,false,532
gate_of_babylon_(fate),other,meta,false,532
source_quote,text,meta,false,532
bishie_sparkle,style,meta,false,531
uu~,text,meta,false,531
kikkoumon,style,meta,false,529
ghost_print,style,meta,false,527
kansaiben,text,meta,false,527
science_babies,other,meta,false,526
serasuku,other,meta,false,525
bnw_(umamusume),identity,meta,false,525
tea_party_(blue_archive),identity,meta,false,522
deal_with_it_(meme),style,meta,false,522
cirno_day,other,meta,false,521
